TIC_ID,RA,Dec,Teff,log(g),Rotation_Period,False_Alarm_Probability,Lomb-Scargle_Power
2942174,82.082946,34.420273,7811,4.11247,4.8986,0,385.75
29444301,86.276893,23.837887,4333,4.57087,8.13273,0,217.89
2003017,79.027953,32.003357,5773.97,5.30771,6.38488,0,41.2579
115393016,83.755534,32.067539,5825,4.33657,7.87898,0,79.5715
238513367,90.942349,22.418455,8720,4.08065,10.8378,0,71.8456
46877052,97.222586,22.518356,nan,nan,1.69423,0,60.9898
239759203,86.725616,31.634365,8081,4.09908,1.48282,0,173.034
6020776,79.501984,18.675896,nan,nan,2.25367,0,48.1715
44934243,91.712196,20.917505,8711,4.0808,1.11836,0,134.925
432914827,82.66758,21.867855,6626,5.00528,45.4959,0,94.1138
456948700,100.533681,23.615313,nan,nan,0.943841,0,87.6446
81185820,91.821225,25.091303,7801,4.11303,2.35344,0,502.251
2104696,79.384798,33.124626,8711,4.0808,0.766272,0,1244.52
46876477,97.32215,22.843262,9294,4.07569,2.20449,0,918.649
3100365,82.160861,35.486492,nan,nan,6.18927,0,40.7869
46042607,93.493953,23.462475,6762,4.19127,0.925677,0,350.588
387800020,78.940355,20.768209,nan,nan,30.4229,0,58.5867
114353273,88.104397,20.639399,9589,5.54267,41.7362,0,57.8385
119127300,89.08583,20.169024,9483.82,4.07548,1.02945,0,161.583
367250049,77.795363,35.357616,6603.6,3.17302,6.22743,0,56.5688
74987285,84.46986,27.335575,6037,4.29799,1.50044,0,82.7627
239113207,84.978788,38.939468,6980,4.17038,1.13724,0,397.395
262005286,77.729409,42.209278,6558,4.21546,1.17837,0,89.5311
84318567,96.09443,26.564711,6655,4.048,0.511391,0,46.3087
269463535,85.175758,36.784496,8972,4.07748,2.685,0,759.257
138289145,95.515369,30.842657,6753,5.67305,3.02243,0,279.534
69151010,75.822034,23.821501,8997,4.07726,12.1403,0,182.563
172294534,98.391306,31.571409,6442,4.23153,0.966417,0,60.3663
429438467,90.25327,21.089085,nan,nan,16.5044,0,56.0611
74214638,83.334391,24.368877,nan,nan,0.965493,0,188.341
430144041,96.414328,23.770132,5656,4.36843,3.92727,0,93.796
269755395,89.924794,22.214943,5933,3.05832,1.0305,0,145.944
77881253,88.234962,28.546755,5961,4.31168,2.26378,0,75.7724
353719685,99.304975,38.496933,nan,nan,24.5158,0,42.3136
354004638,88.374495,36.335575,6999,4.16875,1.14239,0,49.2345
433001023,82.775806,19.891367,nan,nan,41.7362,0,288.478
367924214,81.704839,41.510284,7072,4.16267,1.48719,0,118.671
367852084,81.570867,38.613487,7703,4.11868,1.59271,0,158.655
429130040,81.452067,28.928225,7485,4.69713,29.5334,0,95.4665
368667754,95.128209,36.136963,nan,nan,25.7666,0,44.2879
269616441,89.695069,23.25079,6205,4.2688,1.67735,0,53.4435
116860333,85.932995,30.877598,nan,nan,0.947382,0,259.65
122778784,77.506772,36.882786,4948,4.50187,1.35366,0,145.92
69991995,77.83158,29.616638,6652,4.20365,11.9962,0,39.9995
366748280,76.795388,31.923016,nan,nan,1.77459,0,40.9228
353640403,90.590407,32.884796,nan,nan,5.20129,0,40.5608
62634738,80.154828,23.973955,6590,4.21131,3.6049,0,122.935
81634783,92.507845,24.001831,nan,nan,1.86986,0,88.8412
143869658,81.190328,37.537262,9578,4.07554,29.5334,0,50.3518
74811314,84.344829,29.849407,5431,5.77445,0.93597,0,56.0937
75698886,85.617038,28.99876,7469,3.1847,3.6704,0,102.88
368612878,89.48998,38.39056,6957,4.1724,0.899305,0,669.172
143681075,80.646768,37.676014,7057,4.1639,0.672414,0,262.186
15833204,100.397509,37.460728,nan,nan,1.14498,0,195.841
258501031,95.05769,37.455257,6719.78,4.083,0.538089,0,334.503
429553678,90.371664,23.703917,10097,4.07689,1.0476,0,473.188
239754691,86.8137,33.510368,nan,nan,0.870625,0,177.648
239823614,87.210238,35.03817,8655,4.08178,0.697005,0,373.221
171991285,97.400374,34.497089,6528.36,4.21941,2.7359,0,68.9409
76098926,86.217079,25.295071,9413,4.0755,1.10129,0,441.138
426576827,96.755424,19.112114,8123,4.0973,27.9018,0,141.078
144006047,81.406277,37.531883,nan,nan,2.5052,0,103.259
29112861,85.931284,22.597692,7258,4.14841,0.67692,0,150.628
54914098,98.904089,19.508492,6951,4.86106,0.836729,0,55.6755
238973763,79.151039,38.78455,5703.81,5.63294,5.96979,0,40.801
121070051,74.15197,39.030457,7333,4.143,1.45715,0,463.888
83609916,94.989914,25.582182,5561,4.38708,0.84513,0,320.947
74802082,84.21234,26.046377,8118,4.09751,2.0439,0,163.208
239997265,94.81325,29.984617,5961,4.31168,15.9821,0,178.016
121117295,74.303828,38.62804,nan,nan,2.06479,0,146.382
67360833,83.621472,40.980526,nan,nan,47.6417,0,52.0334
429494528,90.399722,19.315691,6315,5.56998,2.05639,0,297.751
73910298,82.737489,25.43922,nan,nan,1.16613,0,127.161
81259541,91.916233,27.859858,9732,4.07581,0.524945,0,660.409
121290305,74.601388,36.284039,9321,4.07563,0.515305,0,94.2974
239052413,84.267749,37.045101,6301,4.25305,0.956352,0,51.8701
62175535,79.352228,26.083187,8049,5.88227,5.86579,0,95.5714
368616573,89.398888,40.938053,7015,4.16739,8.92299,0,43.1266
19929732,84.722637,21.660904,9019,4.07708,1.38521,0,339.605
115557095,83.944768,35.234402,nan,nan,0.918105,0,48.151
121902166,75.864009,40.076656,9209,4.07596,1.08706,0,78.117
85250392,75.116827,27.286495,nan,nan,1.04435,0,273.845
75429696,85.213572,24.876331,8645,4.08197,2.01536,0,68.872
367995780,81.866915,39.00108,8847,4.07883,0.513994,0,54.5718
53945239,80.355659,28.400108,4411,4.56251,0.593757,0,217.622
116852991,85.873532,33.782967,7527,4.12971,0.640845,0,86.6642
387968354,87.022187,21.059435,5749,3.66841,1.05526,0,783.436
86651888,98.156108,24.309233,5470,4.40556,1.20078,0,74.0873
2689467,80.514183,32.912971,7189,5.08408,0.517681,0,82.6491
353305740,93.894481,40.218193,6005,5.10569,43.535,0,66.624
127755943,81.325071,32.718735,5228.77,5.40476,7.36214,0,163.743
440485289,91.072136,42.491528,7075.38,4.059,0.569327,0,132.097
81432876,92.096277,23.920135,10337,4.07789,2.01939,0,48.2332
353362033,100.308998,27.412184,6334.39,4.186,0.967343,0,54.1649
79960007,90.891349,26.529087,7607,4.12457,1.07893,0,39.4626
83284989,94.470096,26.831078,nan,nan,22.3464,0,155.206
57193793,102.111882,22.002234,6547,4.21691,3.2668,0,145.857
400170720,90.960711,32.234627,6312,4.2513,4.02107,0,44.8763
239802358,87.059567,33.290424,10505,4.07874,1.9994,0,63.0362
312684570,89.05157,32.151443,6455.34,3.995,12.1403,0,116.287
2596892,80.256042,34.310722,8930,4.07789,27.9018,0,53.6919
426389392,86.189245,40.186428,nan,nan,2.31038,0,45.3347
239727594,86.462852,33.211403,7614,4.12413,0.782901,0,218.184
266128548,87.48086,37.01931,nan,nan,1.68574,0,86.2067
45981162,93.296844,20.011049,7460,4.13418,0.750334,0,74.7319
308909662,87.869195,33.200733,8435,4.08674,1.1951,0,254.364
78971526,89.75478,29.382771,nan,nan,3.10607,0,580.698
76372987,86.622964,27.584591,nan,nan,2.09912,0,51.5123
47045136,97.384244,23.108122,nan,nan,1.11836,0,60.1352
122104755,76.289474,41.24091,8794,4.07953,3.83774,0,1449.59
239759825,86.763774,31.39139,8354,4.08905,1.02631,0,101.109
19562432,84.112629,22.729298,7490,4.96713,0.603693,0,67.8151
239749674,86.752926,35.806068,5497,5.88636,1.13724,0,317.159
144208545,97.763002,39.754662,10292,4.46541,29.5334,0,68.9109
312122655,88.427772,30.321127,8389,4.08801,0.894526,0,1629.64
83543371,94.878464,28.039312,nan,nan,0.792111,0,38.7438
19338954,82.160487,20.27519,6239,5.75773,2.90926,0,368.614
260482979,75.392452,43.434322,nan,nan,1.69707,0,48.7408
84911361,97.420849,24.491438,9501,4.07549,0.795229,0,494.507
127596087,81.020395,30.621988,nan,nan,4.17049,0,124.424
78337003,88.784128,24.996679,nan,nan,5.22821,0,211.321
349165791,75.813111,29.349077,6398,4.23802,0.965493,0,420.554
349776679,75.281413,31.22793,8153,4.09608,0.897706,0,83.7754
138333980,95.51275,34.597385,6064,4.21131,0.509328,0,44.6155
312230499,88.452725,35.430435,7632,4.12301,47.6417,0,66.2586
368822203,100.605951,36.338226,5404,4.41918,4.29461,0,60.9535
80982520,91.742057,25.40056,6713,4.1966,1.57287,0,1426.8
3551122,83.037085,32.220882,nan,nan,0.959076,0,178.844
67354001,83.623939,37.445942,nan,nan,1.05858,0,1405.53
354219615,88.889917,41.129032,5967,4.31059,23.3809,0,140.291
429721063,94.335249,19.365778,8774,4.07982,1.34644,0,167.7
308998416,89.202053,35.139782,6539,4.70843,0.723982,0,350.754
114415932,88.095067,19.149687,nan,nan,17.6585,0,110.64
116068492,84.627452,35.190777,8195,4.09445,0.895319,0,1514.62
80896090,91.590941,27.875549,9678,4.0757,0.758789,0,234.297
366464288,76.295015,33.581413,7405,4.13795,8.40336,0,59.9358
426340595,86.160452,41.29364,6396,4.23832,1.18807,0,44.7426
128071598,92.511882,40.880527,6149,4.27832,0.650335,0,45.4091
91058531,102.250674,25.584929,6324,4.24941,50,0,41.0549
408937625,79.587737,36.632072,8135,4.09681,1.96823,0,1443.29
353647855,90.777799,34.545326,nan,nan,43.535,0,61.9339
76286594,86.531893,27.03639,8502,4.08503,0.78169,0,72.3386
430054276,96.093626,19.129984,nan,nan,28.6944,0,1042.27
115383302,83.59283,35.820065,nan,nan,38.5505,0,137.469
80888517,91.440799,28.764061,nan,nan,11.8554,0,146.779
368902739,80.187076,42.711037,7342.15,3.957,0.599039,0,1566.59
76092595,86.294125,28.159657,7715,4.11797,1.57532,0,456.974
54580157,98.186086,23.083399,5486,4.00831,47.6417,0,544.174
239059809,84.348673,40.732281,6680,4.52191,0.602254,0,40.1535
97148132,74.842375,35.411331,10055,4.07674,1.07663,0,41.8383
127631222,81.059347,31.571518,nan,nan,1.08473,0,54.8781
400621142,95.958511,31.683258,nan,nan,2.51769,0,245.327
238460371,89.657541,21.49548,5679,4.36401,3.56672,0,47.2574
286140189,82.385836,25.304228,8447,4.08642,4.58716,0,49.9595
368612788,89.373192,38.32505,7284,4.14652,2.5052,0,283.87
45802087,92.993493,20.670959,nan,nan,3.37598,0,156.885
440566266,92.0655,42.848656,9695,4.07573,3.65711,0,2075.4
74203464,83.377255,29.417061,nan,nan,11.1982,0,79.1107
353571992,90.475929,33.790882,6920,5.61625,0.763376,0,102.584
75504168,85.290374,28.177032,7086,4.445,0.971997,0,60.8287
115815513,84.203067,30.30212,nan,nan,1.66903,0,44.7995
86656497,98.211587,26.755707,7387,5.1202,0.582123,0,171.4
29280708,86.206418,19.776697,nan,nan,23.9349,0,124.962
122343004,76.56552,37.652756,7032.12,4.036,4.06967,0,505.888
470603450,84.868019,42.044827,7144,4.98548,1.07206,0,38.4952
2944772,81.965382,33.478058,9400,4.07551,1.26073,0,102.645
78500039,89.088128,28.73576,7908,4.1073,1.02736,0,108.941
367181377,83.029442,22.528713,nan,nan,50,0,90.6205
47133741,97.665365,20.529295,8639,4.08208,4.03714,0,136.937
19811958,84.584482,22.989313,6020,4.30103,0.872129,0,80.7623
76289766,86.486251,25.547762,5448,4.41009,1.61564,0,61.4604
83539469,94.913437,26.245071,7714,4.11803,1.16883,0,461.76
56964762,101.645866,18.565241,nan,nan,47.6417,0,86.1385
138180006,94.892082,34.500404,6997,4.16892,0.60514,0,97.9799
353369067,90.061496,32.438725,6041,4.29728,34.5901,0,61.7672
97032796,74.769025,35.199589,6866,5.54606,1.77771,0,43.1071
429858416,94.595993,20.715513,nan,nan,1.0232,0,164.977
429750051,94.476594,22.409164,8211,4.09385,1.18389,0,67.6199
79899165,90.858904,25.975639,7636,5.39744,0.885897,0,44.9106
400312540,91.554917,32.582905,nan,nan,0.598329,0,2792.34
426389001,86.102923,40.404652,6337,5.52943,12.288,0,45.9201
117096183,86.366312,31.214155,nan,nan,1.38902,0,984.152
27044941,76.657518,21.546864,7598,4.2828,0.667526,0,163.677
426669398,80.293719,40.788185,6249,4.26148,2.72116,0,79.0612
429943075,94.844917,19.999622,6483,5.37228,22.3464,0,65.5792
333721711,80.109448,38.395817,4904,4.50794,2.1574,0,1045.04
172356142,98.634338,30.954697,nan,nan,2.01134,0,1088.83
368536738,89.473601,36.967178,5302,4.4401,7.87898,0,42.9475
353368990,90.039674,32.472755,nan,nan,0.97013,0,311.766
69151805,76.026137,23.37385,6457,5.93203,4.71565,0,126.261
366221533,75.804421,30.522058,nan,nan,0.67692,0,89.5117
56752806,101.204482,23.298096,7185.08,4.0215,0.688454,0,44.7621
239728757,86.486607,32.708824,nan,nan,7.47105,0,39.203
238938020,78.749717,38.614918,8657,4.08175,1.64995,0,677.488
3375318,82.660802,33.658962,6894.43,4.192,0.606594,0,88.8625
319571942,94.931331,23.615479,8729,4.08051,1.07093,0,44.7393
76646955,87.268159,25.322094,nan,nan,2.99554,0,1657.3
400202362,91.019976,33.742226,8759,4.47229,1.20508,0,834.139
440534872,91.719291,42.315186,5837,4.33435,0.611737,0,364.691
356986117,76.472545,26.429911,15913,4.72544,1.31148,0,55.7817
122774325,77.499534,38.827438,nan,nan,0.518213,0,67.344
122479370,76.867698,38.835083,7842,4.98541,0.785947,0,403.106
83100389,94.125688,28.809589,6668.24,4.219,11.5835,0,1107.32
101442501,99.585592,25.439632,6285,4.25562,0.845838,0,83.614
429495064,90.372679,19.55459,5650.3,5.61674,9.1659,0,43.9157
121122551,74.306808,39.787041,5528,4.39372,1.12084,0,137.525
45372534,92.33507,22.136999,nan,nan,1.02216,0,48.8828
121069462,74.17642,39.289715,nan,nan,0.765691,0,545.646
62093667,79.219816,25.085609,nan,nan,45.4959,0,56.6127
78331651,88.731011,26.906139,5569.1,4.38546,0.939452,0,604.424
190183264,98.234039,42.435295,8156,5.49466,1.02216,0,86.6986
77887071,88.275393,26.445433,6818,4.18549,0.954545,0,99.3188
77969338,88.323848,26.813377,7290,4.14609,1.23756,0,300.151
20024526,84.871955,18.89661,nan,nan,22.3464,0,119.411
269547743,85.320426,37.211838,7031,4.16605,0.640033,0,995.538
197117103,96.128545,38.569199,5933.29,4.56191,29.5334,0,42.8779
426223322,85.550342,37.529705,7736,4.11674,1.11712,0,133.162
189884606,95.32448,42.340252,9592,4.07556,29.5334,0,92.8734
83388511,94.562203,27.55512,6314.89,4.223,45.4959,0,69.9979
349252185,75.991633,26.974709,10527,4.07886,1.46774,0,57.8609
80163040,91.133448,29.829363,7184,4.15392,0.933376,0,103.812
16028698,101.361128,38.434254,5099,4.4784,0.604054,0,42.9964
79886046,90.756672,26.60778,nan,nan,1.05197,0,198.724
400168561,90.959013,31.170862,7439,4.13561,0.608054,0,83.313
67353966,83.656125,37.423065,8230,4.09315,1.05858,0,60.8361
239102665,84.77547,38.284428,7201,4.15263,1.06866,0,70.9885
20173052,85.26644,23.991962,5702,4.35962,3.34247,0,107.019
144202615,97.631748,37.024261,7140,4.15729,13.9899,0,43.7553
2854230,80.732118,32.483402,5778.23,5.33925,9.88338,0,247.802
269759101,89.827208,23.826628,8614,4.08257,3.48068,0,40.2506
369213420,81.120525,44.121193,nan,nan,1.14758,0,58.8781
87202830,99.316598,27.104658,7115,4.15924,5.14827,0,78.5453
239920710,93.764033,31.298925,nan,nan,4.82835,0,191.142
54091601,80.830283,28.483992,7552,4.8333,0.847257,0,239.561
367020495,77.499254,33.59959,8975,4.07745,2.29463,0,344.961
122104766,76.197258,41.235886,9312,4.07565,3.83774,0,98.7002
81816318,92.778658,26.088917,6501,4.22316,29.5334,0,56.6655
83104626,94.284207,28.91362,6049.78,4.29997,40.0802,0,99.0586
366882032,77.194965,32.035721,6170,4.27472,0.76802,0,132.333
261145407,76.238175,42.001953,5887,4.32516,15.4919,0,77.8147
74912736,84.443653,26.491936,6282,4.25611,1.0732,0,76.528
366668147,76.730853,34.43045,7116,5.06665,41.7362,0,113.442
86957890,98.851343,28.108818,5154,4.46874,0.516094,0,48.8811
144014004,81.487748,38.411133,nan,nan,0.957258,0,38.4117
79765524,90.665129,28.715332,8549,4.08394,0.709738,0,154.64
3099682,82.091722,35.373089,6809,4.32882,4.40703,0,45.508
45177865,92.053147,23.431782,7023,4.57089,1.48065,0,130.953
83285828,94.43962,26.47805,6587,4.2117,0.962733,0,124.937
83712913,95.163506,26.582981,6369,4.24242,31.3676,0,53.3015
20023392,84.8604,19.56546,7348,4.14194,0.82511,0,49.3782
174762757,90.384809,41.107784,6496.55,4.011,1.04328,0,47.3473
171991776,97.486965,34.887432,6271.89,4.25774,50,0,142.853
68304200,102.540088,32.706169,3877,4.64375,0.937708,0,40.8727
257196046,98.461564,22.268555,nan,nan,0.95095,0,42.7967
78889980,89.529569,26.313581,9175,4.07611,1.91597,0,85.7963
367445489,78.423849,34.266678,nan,nan,47.6417,0,46.6353
62702862,80.302908,29.56987,8933,3.74798,29.5334,0,114.139
2344099,79.852165,30.335119,nan,nan,2.39246,0,955.794
69077647,75.432069,18.358959,nan,nan,29.5334,0,83.8019
309336542,89.561939,30.486794,6567.5,4.149,0.552813,0,500.804
45904500,93.069157,20.086054,9833,4.07606,9.78761,0,119.904
29522399,86.586201,21.693323,nan,nan,50,0,81.7059
400312674,91.504593,32.651714,5890,4.32462,3.9426,0,42.5991
138553951,96.610889,31.21447,5944,4.31477,1.177,0,42.7777
175188871,91.768168,38.651382,9161,4.07617,1.46349,0,1559.54
320119586,95.597226,22.718719,7345,4.14215,1.07778,0,162.669
128179817,92.904928,37.237568,nan,nan,11.5835,0,59.7423
367264495,91.10096,30.4858,8456,4.08618,3.50484,0,284.935
78498338,89.053011,29.306517,nan,nan,0.771539,0,298.565
78258017,88.738853,28.390026,nan,nan,5.07074,0,89.5971
47048580,97.504397,22.672682,6170,4.27472,0.851542,0,37.4795
80613543,86.849666,26.396248,7182,4.15407,3.0498,0,101.875
54092295,80.774244,28.85445,nan,nan,3.01341,0,67.529
83948432,95.483273,25.955193,8319,4.09013,25.7666,0,1360.25
3373916,82.684561,33.049774,nan,nan,50,0,117.936
239715814,81.935353,33.780193,8532,4.08433,0.810544,0,113.474
74547767,83.844098,29.134998,8268,4.09182,1.44465,0,330.937
115054528,83.184802,32.63092,9133,4.07632,3.30961,0,1349.55
16529949,102.254006,36.659065,6255.5,4.26042,43.535,0,88.4091
239756588,86.810668,32.677757,nan,nan,0.561416,0,40.4645
426394358,86.137568,37.517925,6639,4.20522,5.25541,0,78.7663
45170077,92.078745,20.093052,7856,4.11002,2.31038,0,46.0621
127586667,80.906311,33.532413,nan,nan,1.02527,0,274.98
77962247,88.390306,24.287022,9578,4.07554,1.53231,0,162.883
75235983,84.885151,29.144297,7073,4.16259,29.5334,0,39.5823
138450153,96.149904,32.506268,nan,nan,0.516887,0,95.1182
19553447,82.439508,19.771605,6742,4.3101,11.1982,0,438.453
16482504,102.092164,40.962559,8742,4.0819,9.00252,0,566.525
175145593,91.618889,38.913975,8021,4.10178,0.8828,0,136.197
368828808,100.655967,39.920238,6059,5.47601,0.847968,0,175.908
69148528,75.81698,21.398998,3612,4.72736,1.05526,0,338.863
261538953,77.112696,42.073891,3879,4.64327,1.75303,0,57.9159
174632627,89.901476,40.793068,5585,4.3823,1.35547,0,73.5005
353720266,90.808495,30.148027,nan,nan,15.9821,0,76.1229
86484539,97.769648,25.707357,7801,4.11303,0.563609,0,109.748
369051099,80.522122,42.727886,8615,4.08255,1.18947,0,326.464
257196092,98.364131,22.289049,7676,4.12031,0.95095,0,41.2946
238481699,90.773426,22.364902,nan,nan,29.5334,0,41.0613
407503576,98.572463,36.586693,5902,5.88902,14.8104,0,131.211
54407552,97.941846,21.407085,6992.16,4.141,0.623057,0,67.8382
79159852,89.887223,27.142838,5852.5,4.452,4.6292,0,83.7009
437765857,83.277242,23.399784,nan,nan,7.818,0,63.1434
266057534,87.520892,36.696121,6797,4.18762,1.0476,0,85.2381
284325114,99.882354,26.399555,nan,nan,37.1333,0,51.1622
54094888,80.958114,29.825068,7596,4.12526,5.66829,0,47.2767
308565309,75.406283,24.636545,5568.25,5.29312,29.5334,0,51.2801
239902609,93.537777,30.935413,7269,4.14761,1.61823,0,61.1726
3460967,82.910628,34.573711,nan,nan,0.567408,0,44.2603
20313014,85.646592,22.722347,6182,4.27268,1.31489,0,56.4429
429858024,94.58729,20.566788,7829,4.11148,0.840909,0,604.251
78965332,89.604694,28.111589,5799.12,5.49654,6.8157,0,66.1354
239737119,86.593089,30.616671,6012,4.30247,1.17018,0,137.254
196982315,95.289991,37.144012,nan,nan,0.56709,0,1969.5
19843803,84.641919,22.085356,nan,nan,1.07549,0,39.4589
144136180,97.313053,36.339062,7091.53,4.81833,0.545351,0,64.7671
87663844,81.581355,44.204971,6252,6.07127,7.69882,0,141.118
238942451,78.837981,36.82383,nan,nan,1.32873,0,75.9173
75591089,85.484035,27.30043,8275,4.09158,0.753131,0,47.7586
409102513,79.794241,39.088791,7004,5.79309,1.41828,0,124.301
3224833,82.437379,33.344776,nan,nan,29.5334,0,146.766
2602143,80.267877,35.046669,7240,4.14973,34.5901,0,42.4474
238458859,89.680292,20.745993,6749,5.07461,1.89086,0,57.6843
366533905,76.430598,35.519661,9282,4.07572,1.27828,0,206.379
45280930,92.205478,23.533705,8527,4.08444,50,0,62.8451
2506993,80.093107,33.073017,8565.58,4.154,0.560793,0,45.2167
62013143,79.101371,27.852331,7038,4.87285,2.20931,0,67.2591
115049733,83.194623,34.705669,nan,nan,4.40703,0,43.4361
239089423,84.706224,39.142998,8342,4.288,0.651173,0,124.5
194861253,99.696734,21.879807,6592,5.79812,3.15457,0,96.8434
187585830,78.095762,41.327572,5597,6.22463,5.70028,0,398.533
172109658,97.8318,33.119583,6409,5.38636,1.85611,0,47.9049
74203083,83.282688,29.59263,nan,nan,2.17132,0,45.1945
309124524,89.319713,34.312565,7883,4.10859,0.919777,0,489.379
2236272,79.660611,33.888905,8310,4.6583,0.67511,0,51.4918
62636444,80.241885,24.796413,7502,4.13137,4.40703,0,75.9012
440579411,92.264271,43.878262,nan,nan,20.1207,0,50.3231
387968251,87.029492,21.105301,9092,4.07656,1.41629,0,960.704
353298304,89.883229,32.886963,8299,4.09078,0.561728,0,520.257
429671031,94.041265,20.898638,nan,nan,0.568686,0,69.3358
429968383,96.012894,22.893433,5586,4.3821,1.42027,0,497.158
83712913,95.163506,26.582981,6369,4.24242,29.5334,0,63.7019
309337715,89.51369,30.971481,nan,nan,1.04328,0,66.7523
97202505,75.072154,31.946062,6924.68,3.84,3.3987,0,60.4643
81345590,92.113221,24.331982,nan,nan,2.58204,0,1013.31
240047904,99.501922,31.049034,8406,4.08753,2.499,0,462.933
3541614,82.809136,32.263916,6762.74,4.032,0.809894,0,164.799
269624893,89.786304,19.28441,7937,4.10582,0.617722,0,70.4657
239710188,81.808875,31.450846,7631,4.12307,5.86579,0,420.323
75591412,85.511811,27.144163,6910,5.48542,31.3676,0,133.609
75066658,84.695785,29.21557,7752,4.35705,7.25637,0,84.6456
75696711,85.634176,27.956133,7628,4.12325,1.53697,0,141.196
456997067,100.781419,20.834459,nan,nan,1.35366,0,185.52
128294906,93.321418,36.515446,5733,4.35375,50,0,182.972
367013176,77.347016,30.374025,7479,4.1329,47.6417,0,96.5108
268270670,83.539728,43.937443,8988,4.07734,1.1049,0,42.4132
369052011,80.601642,42.370865,nan,nan,0.973871,0,79.0715
85044134,74.512338,25.624111,nan,nan,0.797741,0,66.8018
121611655,75.206089,36.741722,8467,4.0859,1.46561,0,48.4162
68385952,102.956102,31.148232,5874,4.83662,1.37578,0,701.51
67100834,83.057718,40.066105,8634,4.08218,6.15158,0,78.0594
62249617,79.432754,25.917795,8247,4.09255,0.664889,0,40.1022
79311055,90.170921,24.473869,9436,4.07549,4.00513,0,2373.81
143683607,80.643622,38.78875,8314.54,4.024,1.19228,0,47.4858
46043585,93.440551,22.982475,6554,4.21599,1.82922,0,39.044
80886378,91.475087,27.969561,7457.19,4.108,4.73776,0,77.846
19703443,84.354366,21.767229,8680,4.08133,2.42113,0,47.9817
172491035,99.015347,30.624004,9099,4.07652,1.61564,0,1221.82
121072546,74.198024,37.849953,6002,5.71194,50,0,162.557
258439091,94.771583,36.582279,4864,4.51321,1.81934,0,99.3521
187586126,78.072417,41.446152,nan,nan,50,0,67.0703
443811701,81.124735,28.605194,7005,4.16824,3.07768,0,46.3629
74206711,83.274352,27.987623,nan,nan,0.88512,0,222.117
44754764,91.28605,23.247759,nan,nan,1.26231,0,50.1992
74306263,83.534557,27.12285,6316,5.87691,3.68378,0,54.2591
239052612,84.366822,37.144325,5849,4.33214,2.82781,0,250.701
2234723,79.629786,33.164593,nan,4.13709,2.46245,0,212.564
86807288,98.515167,28.341331,5916,4.31987,0.97013,0,51.2589
367851162,81.604281,38.275692,nan,nan,1.06641,0,227.67
96784659,74.133637,33.02747,6816,4.18569,29.5334,0,43.3038
74070952,83.031804,26.611856,10665,4.07967,3.97362,0,44.7266
81724947,92.669162,29.445129,6873,4.18011,1.76838,0,69.0001
45538180,92.565874,21.332479,4622,5.90081,1.30977,0,316.288
426393376,86.164762,38.01144,7518,4.13031,2.92612,0,318.24
386142247,93.200341,22.13953,6096,4.28754,1.49158,0,78.4582
2436007,79.918988,35.429119,8843,4.07888,0.836037,0,672.251
74638554,84.019236,27.215492,nan,nan,3.88199,0,326.221
83183267,94.374838,24.068686,5353,4.4297,0.903326,0,49.7302
81634168,92.410579,24.060604,nan,nan,1.74095,0,277.359
429990531,95.991651,19.875721,7829,5.40824,3.3873,0,1579.92
138175160,94.89852,30.831697,nan,nan,43.535,0,329.728
367085250,100.806114,43.251965,6196,4.02462,1.51849,0,201.915
138410891,95.896146,35.521225,6407,4.23668,1.26547,0,177.208
77708349,87.93742,26.427629,7574,4.12667,3.2458,0,42.5053
285854787,81.852698,29.215797,nan,nan,4.27643,0,1514.21
138340814,95.64396,31.982922,nan,nan,0.621906,0,147.187
2595916,80.180703,33.840286,nan,4.0956,1.37204,0,288.858
6555831,81.102026,23.139423,8269,4.09178,0.685185,0,151.559
269845286,90.048373,19.192636,8687,4.08121,0.958166,0,75.1951
240150115,101.385506,30.283571,6324,4.24941,2.91766,0,747.13
122563793,76.952867,38.967903,8193,4.09452,11.1982,0,529.633
121229552,74.486873,37.374191,9474,4.07548,1.87681,0,211.174
56897427,101.612312,20.880947,nan,nan,0.706759,0,79.6779
470544937,84.001213,43.679729,nan,nan,18.9861,0,275.047
6659769,81.24417,19.18771,nan,nan,0.549804,0,70.563
400318263,91.638906,35.504066,7138,4.15744,0.510616,0,46.1684
75700814,85.621123,29.850416,6110,3.40979,29.5334,0,103.829
366310922,76.004901,32.187145,nan,nan,2.17132,0,815.48
54183217,80.885204,26.651752,5003,4.49381,1.19087,0,85.8026
239002484,83.776948,36.54937,nan,nan,12.1403,0,1598.8
74308909,83.486564,28.312645,7399,4.13836,10.3918,0,674.303
116252237,84.971335,34.524242,7748,4.11604,0.75257,0,514.399
285969967,82.187782,27.947689,6932,4.17464,0.592712,0,132.988
288744432,82.287212,40.240997,5271.13,4.44631,0.972933,0,172.588
309120784,89.311794,32.377537,nan,nan,14.8104,0,101.937
353467380,90.255659,32.225052,nan,nan,1.09531,0,222.671
308704058,87.565797,32.153645,5705,4.35905,10.6101,0,754.585
240076089,100.030276,34.349091,5783.36,4.3443,24.5158,0,38.271
238971126,79.113345,39.858292,5906,5.97059,35.8166,0,114.973
67290428,83.481731,40.150806,6249,4.26148,7.47105,0,54.7765
143872371,81.122633,38.812283,7864,4.1096,0.564239,0,113.278
265560978,86.284614,39.734562,nan,nan,0.818424,0,152.476
239725076,86.50743,34.30032,8497,4.08515,2.26886,0,133.572
