2.838631670000000000e+08,1.700000000000000000e+01,1.372039999999999926e+00
4.377459950000000000e+08,1.700000000000000000e+01,7.497770000000000268e-01
4.400509640000000000e+08,1.700000000000000000e+01,6.392229999999999857e-01
4.400602210000000000e+08,1.700000000000000000e+01,1.344649999999999901e+00
3.659656660000000000e+08,1.700000000000000000e+01,9.049449999999999994e-01
4.377506030000000000e+08,1.700000000000000000e+01,7.896339999999999471e-01
5.801734700000000000e+07,1.700000000000000000e+01,5.155680000000000263e-01
4.377523830000000000e+08,1.700000000000000000e+01,1.691389999999999949e+00
4.377556020000000000e+08,1.700000000000000000e+01,1.691389999999999949e+00
4.445288800000000000e+07,1.700000000000000000e+01,5.233139999999999459e-01
4.406571890000000000e+08,1.700000000000000000e+01,5.993950000000000111e-01
1.909975970000000000e+08,1.700000000000000000e+01,9.627329999999999499e-01
1.155135210000000000e+08,1.700000000000000000e+01,4.505320000000000213e+00
1.911328000000000000e+08,1.700000000000000000e+01,1.849320000000000075e+00
2.427452940000000000e+08,1.700000000000000000e+01,7.750920000000000032e-01
4.269607110000000000e+08,1.700000000000000000e+01,2.228810000000000180e+00
2.569696400000000000e+07,1.700000000000000000e+01,8.882339999999999680e-01
4.342170080000000000e+08,1.700000000000000000e+01,4.037139999999999951e+00
2.677789630000000000e+08,1.700000000000000000e+01,2.474509999999999987e+00
2.678696600000000000e+08,1.700000000000000000e+01,1.729030000000000067e+00
2.678694520000000000e+08,1.700000000000000000e+01,2.086110000000000131e+00
2.678696920000000000e+08,1.700000000000000000e+01,4.549589999999999890e+01
1.159114900000000000e+08,1.700000000000000000e+01,6.340069999999999872e-01
6.795128000000000000e+07,1.700000000000000000e+01,5.528129999999999988e-01
5.372966500000000000e+07,1.700000000000000000e+01,5.930600000000000316e-01
1.399617000000000000e+07,1.700000000000000000e+01,5.192780000000000173e-01
5.382970100000000000e+07,1.700000000000000000e+01,6.238259999999999916e-01
3.522609480000000000e+08,1.700000000000000000e+01,1.219629999999999992e+00
3.522589190000000000e+08,1.700000000000000000e+01,7.339769999999999905e-01
1.551705400000000000e+07,1.700000000000000000e+01,2.052969999999999828e+01
3.522969320000000000e+08,1.700000000000000000e+01,7.286820000000000519e-01
4.055484020000000000e+08,1.700000000000000000e+01,1.026310000000000056e+00
3.812035670000000000e+08,1.700000000000000000e+01,6.453489999999999505e-01
3.523802210000000000e+08,1.700000000000000000e+01,5.341050000000000519e-01
1.769767450000000000e+08,1.600000000000000000e+01,1.610489999999999977e+00
1.769767450000000000e+08,1.700000000000000000e+01,1.610489999999999977e+00
3.520770810000000000e+08,1.700000000000000000e+01,5.567739999999999911e-01
3.520770850000000000e+08,1.700000000000000000e+01,5.567739999999999911e-01
4.557554530000000000e+08,1.700000000000000000e+01,2.468469999999999942e+00
2.917289590000000000e+08,1.700000000000000000e+01,2.294630000000000170e+00
1.552041100000000000e+08,1.700000000000000000e+01,8.402089999999999836e-01
2.675691320000000000e+08,1.700000000000000000e+01,3.042289999999999850e+01
4.342197230000000000e+08,1.700000000000000000e+01,9.412030000000000118e-01
4.115344760000000000e+08,1.700000000000000000e+01,3.136759999999999948e+01
2.428416290000000000e+08,1.700000000000000000e+01,2.934619999999999784e+00
4.342213440000000000e+08,1.700000000000000000e+01,1.573320000000000007e+01
2.384390450000000000e+08,1.700000000000000000e+01,1.054159999999999986e+00
8.043664000000000000e+07,1.700000000000000000e+01,2.095560000000000045e+01
3.018005840000000000e+08,1.700000000000000000e+01,1.706190000000000140e+01
1.253019850000000000e+08,1.700000000000000000e+01,7.103279999999999816e+00
2.426042130000000000e+08,1.700000000000000000e+01,1.026310000000000056e+00
4.358645140000000000e+08,1.700000000000000000e+01,7.757950000000000124e+00
2.395546070000000000e+08,1.700000000000000000e+01,3.042289999999999850e+01
2.428449790000000000e+08,1.700000000000000000e+01,4.021069999999999922e+00
2.675692550000000000e+08,1.700000000000000000e+01,1.536969999999999947e+00
4.452319700000000000e+07,1.700000000000000000e+01,8.844860000000000610e+00
1.259914320000000000e+08,1.700000000000000000e+01,1.711449999999999916e+00
4.358585790000000000e+08,1.700000000000000000e+01,8.985049999999999981e-01
2.426041110000000000e+08,1.700000000000000000e+01,6.941310000000000535e-01
2.427993830000000000e+08,1.700000000000000000e+01,5.187450000000000117e-01
4.358725320000000000e+08,1.700000000000000000e+01,1.509409999999999918e+00
4.452315400000000000e+07,1.700000000000000000e+01,1.438850000000000051e+01
4.358600400000000000e+08,1.700000000000000000e+01,1.051970000000000072e+00
2.576096000000000000e+07,1.700000000000000000e+01,1.735510000000000019e+01
4.445340300000000000e+07,1.700000000000000000e+01,8.486799999999999899e-01
4.358645570000000000e+08,1.700000000000000000e+01,1.152819999999999956e+00
4.195491790000000000e+08,1.700000000000000000e+01,7.859469999999999512e-01
2.427452940000000000e+08,1.700000000000000000e+01,7.750920000000000032e-01
1.252534910000000000e+08,1.700000000000000000e+01,7.526720000000000077e+00
4.358758980000000000e+08,1.700000000000000000e+01,1.898610000000000042e+01
2.677421040000000000e+08,1.700000000000000000e+01,3.136759999999999948e+01
4.055630140000000000e+08,1.700000000000000000e+01,1.066410000000000080e+00
2.427450110000000000e+08,1.700000000000000000e+01,1.137240000000000029e+00
4.365277800000000000e+08,1.700000000000000000e+01,2.468469999999999942e+00
1.552295370000000000e+08,1.700000000000000000e+01,1.420269999999999921e+00
4.342170080000000000e+08,1.700000000000000000e+01,4.037139999999999951e+00
2.383059200000000000e+08,1.700000000000000000e+01,5.085589999999999833e-01
2.384372110000000000e+08,1.700000000000000000e+01,1.054159999999999986e+00
4.445333500000000000e+07,1.700000000000000000e+01,3.855049999999999955e+01
1.253032120000000000e+08,1.700000000000000000e+01,2.588659999999999961e+00
2.838605450000000000e+08,1.700000000000000000e+01,5.454049999999999621e+00
4.358753020000000000e+08,1.700000000000000000e+01,3.115650000000000031e+00
4.406720510000000000e+08,1.700000000000000000e+01,1.137240000000000029e+00
3.721309330000000000e+08,1.700000000000000000e+01,5.124290000000000234e-01
3.659873230000000000e+08,1.700000000000000000e+01,1.503079999999999927e+01
2.580085900000000000e+07,1.700000000000000000e+01,1.107540000000000013e+01
1.253030460000000000e+08,1.700000000000000000e+01,6.862009999999999721e+00
4.377457750000000000e+08,1.700000000000000000e+01,1.361289999999999978e+01
2.395523400000000000e+08,1.700000000000000000e+01,9.701300000000000479e-01
3.521436810000000000e+08,1.700000000000000000e+01,1.361289999999999978e+01
3.520280040000000000e+08,1.700000000000000000e+01,1.650440000000000040e+01
3.061190220000000000e+08,1.700000000000000000e+01,7.757950000000000124e+00
4.342120420000000000e+08,1.700000000000000000e+01,9.368379999999999486e-01
4.377418410000000000e+08,1.700000000000000000e+01,2.953340000000000032e+01
3.060583480000000000e+08,1.700000000000000000e+01,1.525789999999999935e+01
