,KIC,Kp,q_first,q_last,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,mass,E_mass,e_mass,Prot,E_prot,Sph,E_Sph,Flag_Type1CPCB,Flag_MSSG,Flag_Binary,Flag_KOI,Flag_Source
830,2441337,15.273,1,17,5340.3,108.1,102.2,4.554,0.041,0.059,0.827,0.06,0.064,13.68,0.84,444.1,13.0,-999,1,-999,-999,0
831,2441409,15.98,2,17,4568.8,83.3,78.7,4.599,0.023,0.024,0.715,0.032,0.03,25.05,1.78,4015.7,115.7,-999,1,0,-999,0
836,2441671,14.931,1,17,5802.6,126.4,123.9,4.436,0.073,0.119,0.973,0.084,0.08,19.24,2.39,443.4,20.0,-999,1,-999,-999,0
837,2441830,15.675,1,17,5522.9,103.2,96.9,4.583,0.021,0.028,0.826,0.034,0.041,14.98,1.3,2269.9,88.4,-999,1,0,-999,0
838,2441862,14.258,1,17,5364.8,101.1,84.4,4.309,0.045,0.041,0.875,0.054,0.039,19.25,1.71,1261.2,41.5,-999,1,0,-999,0
839,2441864,11.23,0,17,5857.9,103.1,96.1,4.122,0.028,0.041,1.211,0.055,0.1,24.73,1.88,310.9,9.0,-999,1,0,-999,0
843,2442004,15.89,1,17,4172.6,61.0,55.8,4.637,0.034,0.027,0.622,0.019,0.018,8.74,0.64,12918.0,579.8,-999,1,0,-999,0
846,2442297,15.515,4,17,5367.0,102.1,98.7,4.502,0.039,0.049,0.87,0.052,0.06,14.67,1.08,755.1,37.3,-999,1,0,-999,0
849,2442726,15.538,4,17,4734.6,101.6,97.5,4.637,0.04,0.039,0.676,0.056,0.056,21.36,1.89,946.9,36.4,-999,1,-999,-999,0
853,2443154,14.536,1,17,5192.8,95.6,92.5,4.667,0.024,0.027,0.685,0.031,0.03,25.02,2.23,305.5,12.7,-999,1,-999,-999,0
856,2443346,13.481,1,17,6418.0,130.6,129.5,4.016,0.034,0.035,1.398,0.072,0.071,6.12,0.27,20.5,6.8,-999,1,0,-999,0
859,2443523,14.099,1,17,5942.6,107.9,103.2,4.473,0.021,0.032,0.996,0.039,0.057,20.65,2.33,242.9,11.1,-999,1,0,-999,0
865,2443935,15.618,1,17,4082.4,71.4,80.2,4.626,0.019,0.017,0.614,0.015,0.015,34.22,1.49,875.9,39.1,-999,1,0,-999,0
869,2444084,11.805,0,17,6287.8,113.4,106.7,4.399,0.018,0.029,1.128,0.036,0.057,10.16,1.22,569.5,24.8,-999,1,0,-999,0
872,2444406,15.704,4,17,4361.0,154.0,154.0,4.58,0.06,0.016,0.712,0.041,0.05,16.66,1.37,439.6,26.8,-999,2,-999,-999,1
880,2445101,15.369,4,17,5281.0,100.6,96.7,4.552,0.026,0.038,0.836,0.039,0.054,28.19,2.6,782.5,26.7,-999,1,0,-999,0
882,2445329,15.011,1,17,5188.3,99.0,88.2,4.476,0.041,0.034,0.835,0.056,0.045,18.34,1.35,2702.8,88.4,-999,1,0,-999,0
888,2445992,14.954,1,17,5670.6,128.4,123.2,3.928,0.054,0.052,1.118,0.075,0.075,21.63,2.05,1104.6,37.2,-999,1,0,-999,0
892,2446898,15.829,4,17,5732.4,127.1,120.9,3.939,0.084,0.075,1.134,0.095,0.087,6.3,0.45,2433.2,147.3,-999,1,0,-999,0
898,2447586,15.249,4,17,5255.3,101.1,96.4,4.56,0.025,0.037,0.825,0.039,0.053,20.49,1.62,3048.3,94.6,-999,1,0,-999,0
901,2447723,13.052,0,17,6273.7,138.9,124.4,4.104,0.033,0.037,1.295,0.06,0.074,11.52,0.9,1267.8,51.1,-999,1,0,-999,0
904,2448052,13.486,0,17,5590.1,98.5,99.9,4.419,0.041,0.045,0.929,0.069,0.069,16.2,1.69,1048.5,36.8,-999,1,0,-999,0
906,2448186,15.956,4,17,5194.2,88.4,81.2,4.373,0.044,0.042,0.85,0.035,0.028,14.79,1.15,4383.2,162.5,-999,1,0,-999,0
913,2448958,15.773,1,17,4401.9,92.7,95.4,4.622,0.019,0.021,0.679,0.027,0.025,22.89,1.86,827.8,33.8,-999,1,0,-999,0
914,2449047,15.48,4,17,5768.9,107.4,103.4,4.462,0.035,0.047,0.967,0.054,0.065,12.08,0.86,1248.0,58.9,-999,1,0,-999,0
918,2449547,14.408,1,17,5894.9,118.4,114.2,4.142,0.041,0.047,1.11,0.085,0.084,20.95,1.81,172.4,9.8,-999,1,0,-999,0
923,2450157,15.615,1,17,5255.1,111.1,99.0,4.469,0.047,0.043,0.848,0.059,0.05,21.36,2.03,1050.1,39.8,-999,1,1,-999,0
925,2450384,15.703,2,17,5473.3,105.6,102.7,4.543,0.028,0.04,0.866,0.044,0.054,12.1,0.86,6276.3,246.0,-999,1,0,-999,0
926,2450530,15.356,1,17,5948.6,117.2,115.5,4.359,0.051,0.058,1.048,0.07,0.077,15.29,1.02,669.4,32.5,-999,1,0,-999,0
928,2450666,12.732,0,17,6052.5,129.3,109.7,4.104,0.038,0.035,1.298,0.055,0.077,13.14,1.23,114.8,6.8,-999,1,0,-999,0
936,2451643,12.741,0,17,5530.2,93.9,96.0,4.474,0.034,0.042,0.906,0.055,0.061,21.93,3.82,153.8,6.3,-999,1,0,-999,0
949,2452977,11.738,0,17,5207.8,89.4,81.1,4.486,0.038,0.036,0.853,0.056,0.05,20.07,1.91,189.2,6.8,-999,1,0,-999,0
954,2554196,13.935,1,17,5772.9,110.5,105.7,4.252,0.035,0.041,1.077,0.067,0.073,2.84,0.18,133.9,20.7,-999,1,0,-999,0
956,2554582,13.232,0,17,6395.5,127.5,120.5,3.952,0.064,0.065,1.44,0.093,0.101,2.53,0.21,187.3,22.9,1,1,0,-999,0
957,2554730,15.153,1,17,3663.1,76.3,69.4,4.747,0.011,0.011,0.471,0.011,0.011,45.47,3.68,2085.9,44.9,-999,1,0,-999,0
981,2556744,12.479,1,17,6813.1,145.1,138.5,4.205,0.032,0.033,1.392,0.073,0.064,6.88,0.66,126.4,9.5,-999,1,0,-999,0
985,2556994,14.796,1,17,4987.2,78.9,69.8,4.446,0.022,0.017,0.819,0.026,0.018,49.41,6.02,500.3,13.2,-999,1,1,-999,0
989,2557479,15.815,1,17,4237.0,126.0,139.0,4.63,0.053,0.021,0.62,0.061,0.055,29.36,2.75,133.7,13.8,-999,2,-999,-999,1
995,2558082,14.034,1,17,6210.5,137.0,127.0,4.149,0.031,0.041,1.245,0.06,0.082,25.22,1.96,170.5,8.1,-999,1,0,-999,0
1012,2570773,16.851,10,17,4522.9,90.8,85.6,4.624,0.025,0.029,0.683,0.037,0.035,10.17,0.75,3778.4,195.1,-999,1,0,-1,0
1015,2571155,15.37,1,17,4955.8,97.5,90.4,4.59,0.022,0.03,0.761,0.035,0.043,28.77,2.97,452.1,18.6,-999,1,0,-999,0
1020,2571623,12.788,0,17,6426.3,131.3,133.4,3.895,0.048,0.038,1.292,0.132,0.061,12.02,2.41,62.3,5.2,-999,1,0,-999,0
1027,2572179,11.363,0,17,6270.4,136.1,121.0,4.136,0.031,0.035,1.197,0.058,0.085,4.98,0.58,603.9,36.9,-999,1,0,-999,0
1028,2572318,13.837,1,17,5706.3,93.0,93.4,4.483,0.022,0.032,0.979,0.039,0.053,11.83,0.83,1100.3,45.8,-999,1,0,-999,0
1030,2572455,14.403,1,17,5228.7,83.5,79.9,4.522,0.022,0.033,0.925,0.036,0.049,33.52,5.13,550.4,16.1,-999,1,0,-999,0
1031,2572490,14.681,1,17,4843.4,86.4,77.8,4.567,0.027,0.027,0.767,0.038,0.039,18.73,1.62,2417.1,77.6,-999,1,0,-999,0
1038,2572932,12.091,0,17,5561.9,102.0,98.2,4.313,0.034,0.035,1.03,0.056,0.058,33.28,5.02,479.7,11.9,-999,1,0,-999,0
1049,2574421,13.387,1,17,6188.4,127.8,117.6,4.086,0.03,0.036,1.303,0.057,0.07,7.66,0.7,126.4,10.7,-999,1,0,-999,0
1056,2575433,15.733,2,17,4054.7,96.3,95.7,4.628,0.029,0.029,0.609,0.027,0.029,15.32,1.08,1203.1,53.2,-999,1,-999,-999,0
1060,2575874,13.599,0,17,6750.3,136.3,132.1,4.303,0.021,0.028,1.32,0.042,0.048,1.39,0.1,420.5,29.1,1,1,0,-999,0
1061,2575926,14.724,1,17,5516.5,108.5,106.5,4.408,0.048,0.049,0.908,0.07,0.066,6.9,0.53,3356.8,173.9,-999,1,0,-999,0
1066,2576601,13.835,1,17,5154.7,74.5,66.1,4.36,0.019,0.016,0.853,0.024,0.018,8.04,0.77,4055.8,188.8,-999,1,1,-999,0
1069,2577210,15.049,1,17,4546.1,75.0,71.4,4.58,0.025,0.019,0.728,0.031,0.026,31.27,2.75,2240.2,57.2,-999,1,0,-999,0
1070,2577383,14.07,1,17,5162.4,87.6,83.3,4.562,0.024,0.035,0.813,0.037,0.052,22.39,2.31,1019.7,31.6,-999,1,0,-999,0
1077,2578235,15.604,2,17,5465.6,122.2,114.2,4.152,0.056,0.055,0.92,0.067,0.06,4.98,0.35,4722.3,292.5,-999,1,0,-999,0
1080,2578606,13.595,1,17,6457.3,121.6,114.7,4.374,0.016,0.026,1.189,0.032,0.052,8.86,0.87,391.6,21.8,-999,1,0,-999,0
1081,2578628,14.238,1,17,6291.6,118.8,116.8,3.825,0.104,0.102,1.522,0.155,0.157,22.58,2.07,170.2,9.0,-999,1,0,-999,0
1088,2580137,15.088,1,17,6123.1,118.0,116.0,4.373,0.035,0.046,1.103,0.058,0.074,12.6,1.27,416.8,12.4,-999,1,0,-999,0
1094,2580654,13.18,1,17,6536.1,133.4,130.8,4.024,0.033,0.035,1.427,0.075,0.072,5.36,1.02,175.2,14.9,-999,1,0,-999,0
1095,2580928,11.359,0,17,5889.5,112.7,109.5,4.321,0.04,0.042,1.035,0.076,0.077,22.39,1.72,231.3,7.3,-999,1,0,-999,0
1100,2581298,15.31,1,17,3967.8,78.2,78.8,4.643,0.014,0.014,0.592,0.013,0.013,17.35,1.29,2450.6,84.8,-999,1,0,-999,0
1110,2582756,13.539,1,17,5248.0,182.0,182.0,3.509,0.896,0.224,1.659,0.237,0.759,16.85,1.11,81.8,6.1,-999,2,-999,-999,1
1113,2583374,15.355,4,17,5521.2,117.5,109.6,4.336,0.053,0.05,0.91,0.07,0.062,19.9,2.6,652.5,28.0,-999,1,0,-999,0
1134,2585767,13.092,0,17,5287.6,85.5,80.4,4.521,0.024,0.035,0.91,0.04,0.052,9.83,0.71,2132.7,90.7,-999,1,0,-999,0
1138,2692156,15.126,1,17,5724.2,113.1,107.8,4.34,0.051,0.05,0.973,0.075,0.073,23.21,2.61,218.0,13.1,-999,1,0,-999,0
1140,2692377,12.899,0,17,5419.8,94.3,90.3,4.482,0.028,0.036,0.948,0.05,0.059,22.27,1.87,908.8,27.0,-999,1,0,0,0
1159,2694407,13.389,0,17,6462.6,141.3,136.9,4.218,0.032,0.035,1.293,0.064,0.062,4.22,0.36,105.5,13.1,-999,1,0,-999,0
1160,2694414,15.122,1,17,4551.1,79.2,74.7,4.578,0.025,0.019,0.729,0.031,0.026,19.39,1.58,1419.0,49.2,-999,1,0,-999,0
1163,2694675,14.335,1,17,5788.6,110.0,107.0,4.366,0.043,0.046,0.993,0.074,0.076,12.86,1.37,1762.7,69.0,-999,1,0,-999,0
1169,2695439,15.137,1,17,6018.3,110.7,108.3,4.392,0.036,0.048,1.061,0.059,0.073,12.51,1.11,774.3,38.1,-999,1,0,-999,0
1182,2696734,14.678,1,17,5317.7,104.2,93.1,4.442,0.045,0.038,0.86,0.063,0.052,8.38,0.67,4079.7,189.4,-999,1,0,-999,0
1183,2696784,12.512,0,17,6325.8,129.1,122.9,4.209,0.033,0.041,1.255,0.063,0.07,5.5,0.47,49.7,6.5,-999,1,0,-999,0
1190,2697813,15.875,2,3,4713.4,83.5,77.8,4.589,0.025,0.027,0.736,0.035,0.034,25.23,2.32,1318.2,66.2,-999,1,0,-999,0
1200,2708221,16.159,10,17,4817.0,96.7,89.4,4.597,0.025,0.031,0.737,0.038,0.038,23.05,1.72,2661.8,86.7,-999,1,0,-1,0
1201,2708278,14.486,1,17,5332.5,109.2,94.0,4.54,0.012,0.019,0.942,0.025,0.035,18.47,1.7,1478.9,49.6,-999,1,0,-1,0
1204,2708367,13.105,0,17,6625.9,123.9,107.7,4.376,0.012,0.012,1.233,0.022,0.024,10.07,1.17,210.1,12.2,-999,1,0,-999,0
1209,2709269,12.903,0,17,6495.7,125.6,127.0,3.922,0.032,0.037,1.464,0.069,0.101,2.62,0.3,191.0,21.7,-999,1,0,-999,0
1214,2710323,15.376,1,17,5241.2,81.6,73.3,4.191,0.035,0.036,0.883,0.028,0.023,2.2,0.15,11845.7,1047.7,1,1,3,-999,0
1215,2710327,14.734,1,17,5905.8,121.0,113.3,4.148,0.042,0.049,1.113,0.085,0.09,13.36,1.25,1241.6,51.0,-999,1,0,-999,0
1227,2711439,13.842,1,17,6158.0,128.9,112.5,4.29,0.036,0.033,1.214,0.058,0.067,12.32,1.98,69.0,7.3,-999,1,0,-999,0
1231,2712795,14.443,1,17,5258.7,104.9,91.5,4.366,0.034,0.029,0.878,0.052,0.036,10.03,0.67,2917.1,125.1,-999,1,1,-999,0
1234,2712841,13.893,1,17,6183.0,172.0,216.0,4.341,0.112,0.208,1.028,0.183,0.113,20.05,2.31,477.7,17.5,-999,2,-999,-999,1
1239,2713915,13.257,0,17,5447.9,120.6,116.1,3.876,0.034,0.038,1.089,0.065,0.069,11.27,0.78,321.6,16.0,-999,1,0,-999,0
1251,2714860,13.977,1,17,5703.5,114.6,108.3,4.279,0.043,0.044,0.975,0.074,0.073,17.09,1.48,1067.1,37.4,-999,1,0,-999,0
1253,2714932,14.612,1,17,5780.3,103.0,100.1,4.469,0.027,0.038,0.971,0.048,0.065,13.6,1.71,1959.8,74.9,-999,1,0,-999,0
1257,2715194,15.34,4,17,5931.3,120.5,122.3,3.979,0.07,0.066,1.2,0.121,0.089,0.97,0.07,252.8,74.7,-999,1,0,-999,0
1261,2715382,12.847,0,17,5767.4,125.9,120.7,3.683,0.032,0.032,1.41,0.064,0.065,31.48,0.98,468.2,17.7,-999,1,0,-999,0
1268,2716142,15.913,4,17,4850.6,97.8,91.2,4.509,0.034,0.028,0.788,0.035,0.028,44.54,3.64,1153.4,41.9,-999,1,1,-999,0
1269,2716319,14.912,1,17,4544.2,76.5,71.3,4.615,0.019,0.022,0.699,0.028,0.028,26.67,1.99,2885.6,77.4,-999,1,0,-999,0
1273,2716857,15.604,1,17,4969.1,53.9,60.0,4.425,0.022,0.021,0.829,0.018,0.015,8.68,0.63,3131.7,152.6,-999,1,1,-999,0
1287,2717854,12.751,0,17,6198.5,113.5,107.3,4.391,0.022,0.035,1.116,0.044,0.066,3.75,0.28,2058.0,141.0,1,1,0,-999,0
1288,2718110,15.474,1,17,5129.1,102.9,93.5,4.621,0.019,0.027,0.734,0.032,0.04,14.9,1.26,1561.7,63.4,-999,1,0,-999,0
1290,2718118,14.204,14,14,5672.2,126.2,123.0,4.024,0.062,0.052,1.053,0.083,0.074,16.06,1.93,966.8,18.0,-999,1,0,-999,0
1291,2718155,15.391,1,17,4942.6,108.4,93.7,3.527,0.242,0.244,1.06,0.263,0.192,10.91,0.8,1745.1,80.4,-999,1,-999,-999,0
1293,2718260,14.549,1,17,6485.5,135.9,134.0,4.205,0.044,0.043,1.305,0.064,0.062,4.49,0.27,78.5,16.4,-999,1,0,-999,0
1295,2718311,13.444,1,17,6476.1,133.6,129.6,4.002,0.033,0.033,1.425,0.076,0.073,5.42,0.52,465.6,31.5,-999,1,0,-999,0
1298,2718453,13.922,1,17,6410.9,140.9,130.2,4.066,0.037,0.039,1.36,0.069,0.067,6.39,0.77,449.3,29.7,-999,1,0,-999,0
1299,2718662,12.653,0,17,6304.5,121.7,110.6,3.894,0.033,0.045,1.482,0.071,0.14,8.05,0.87,103.5,8.0,-999,1,0,-999,0
1302,2718866,13.921,1,17,5365.6,100.8,83.2,4.236,0.036,0.03,0.883,0.051,0.037,16.08,1.21,2854.5,95.4,-999,1,1,-999,0
1307,2719035,14.04,1,17,6058.1,123.3,123.1,4.23,0.044,0.043,1.133,0.071,0.083,10.43,0.77,117.6,10.5,-999,1,0,-999,0
1311,2719477,13.625,1,17,6291.3,127.3,121.4,4.26,0.04,0.042,1.082,0.069,0.072,18.23,4.14,112.1,6.9,-999,1,0,-999,0
1314,2719677,13.35,1,17,5981.8,112.3,112.4,4.034,0.039,0.052,1.211,0.097,0.1,7.79,0.74,231.1,15.3,-999,1,0,-999,0
1316,2719811,14.094,1,17,5983.7,121.4,115.7,4.187,0.038,0.045,1.13,0.073,0.089,14.1,1.27,1266.1,48.3,-999,1,0,-999,0
1320,2720200,14.882,1,17,5707.1,111.7,108.5,4.398,0.049,0.054,0.964,0.07,0.073,10.75,0.82,3240.2,135.6,-999,1,0,-999,0
1328,2720960,14.69,1,17,6355.9,133.1,135.4,4.154,0.042,0.047,1.291,0.062,0.07,4.58,0.34,108.4,19.1,-999,1,0,-999,0
1333,2721454,14.523,1,17,5889.3,119.6,112.3,4.223,0.045,0.048,1.068,0.078,0.083,5.92,0.54,1274.1,77.0,-999,1,0,-999,0
1345,2722382,15.164,1,17,5800.3,91.0,94.6,4.603,0.017,0.021,0.825,0.023,0.025,25.74,3.7,216.1,12.6,-999,1,0,-999,0
1354,2831186,15.811,2,3,5638.0,103.8,98.6,4.526,0.027,0.038,0.902,0.045,0.052,18.19,1.96,1282.2,51.9,-999,1,0,-999,0
1355,2831370,15.591,1,17,5607.5,118.1,112.6,4.026,0.073,0.064,1.026,0.078,0.075,19.52,1.44,1607.9,57.6,-999,1,0,-999,0
1365,2832295,13.548,0,17,6242.5,133.4,137.3,4.201,0.034,0.043,1.228,0.063,0.084,47.01,8.85,391.8,9.4,-999,1,0,-999,0
1366,2832398,15.203,1,17,4174.8,64.4,117.0,4.608,0.026,0.021,0.642,0.023,0.019,14.59,1.1,2217.4,84.0,-999,1,0,-999,0
1380,2833826,14.712,1,17,5780.5,111.8,109.2,4.385,0.043,0.047,0.989,0.072,0.076,21.09,3.41,97.3,8.7,-999,1,0,-999,0
1384,2834075,15.001,1,17,4057.5,75.4,77.2,4.63,0.016,0.015,0.609,0.013,0.013,37.71,3.57,1237.6,31.1,-999,1,0,-999,0
1385,2834202,13.482,0,17,6016.3,106.0,103.2,4.078,0.029,0.05,1.22,0.066,0.112,16.57,4.34,106.2,6.8,-999,1,0,-999,0
1390,2834580,15.059,1,17,5263.9,103.1,95.7,4.513,0.036,0.042,0.849,0.05,0.057,27.61,2.56,1602.7,45.4,-999,1,0,-999,0
1391,2834612,15.575,1,17,3882.3,78.5,74.6,4.689,0.013,0.013,0.545,0.013,0.013,13.33,1.05,4657.7,176.3,-999,1,0,-999,0
1392,2834637,15.619,2,17,3498.8,82.7,63.4,4.828,0.009,0.009,0.369,0.01,0.01,23.05,1.6,8156.9,234.8,-999,1,0,-999,0
1396,2834807,13.976,1,17,6113.3,116.1,113.0,3.977,0.035,0.053,1.328,0.075,0.126,23.87,1.61,51.5,5.1,-999,1,0,-999,0
1398,2835051,14.686,1,17,4265.8,78.9,57.9,4.595,0.026,0.022,0.686,0.028,0.028,35.43,4.17,483.9,14.9,-999,1,0,-999,0
1406,2835395,13.792,1,17,6170.9,130.6,119.2,4.155,0.033,0.039,1.221,0.063,0.081,8.82,0.85,113.2,10.4,-999,1,0,-999,0
1407,2835656,15.349,1,17,5299.7,99.2,92.3,4.476,0.045,0.045,0.857,0.059,0.055,26.12,2.78,735.5,26.4,-999,1,0,-999,0
1414,2836367,12.278,1,1,4255.0,134.0,164.0,4.624,0.053,0.021,0.639,0.061,0.056,4.69,0.55,1704.3,153.0,-999,2,-999,-999,1
1420,2837475,8.483,0,17,6665.1,138.5,141.8,4.153,0.032,0.028,1.382,0.07,0.054,3.73,0.39,70.7,5.4,-999,1,0,-999,0
1422,2837672,15.392,1,17,6284.6,186.9,445.8,3.881,0.043,0.047,1.457,0.116,0.24,10.31,0.76,233.3,22.5,-999,1,0,-999,0
1425,2845541,15.455,1,17,4698.6,92.4,87.4,4.64,0.018,0.023,0.679,0.028,0.031,28.96,1.03,405.4,25.3,-999,1,0,-999,0
1432,2847074,13.748,1,17,5457.5,134.6,130.5,3.762,0.033,0.036,1.158,0.066,0.07,49.08,5.28,1414.9,28.1,-999,1,0,-999,0
1435,2847357,15.799,1,17,3851.6,69.3,68.9,4.749,0.018,0.019,0.481,0.021,0.021,31.93,2.13,1305.7,39.6,-999,1,-999,-999,0
1438,2847540,13.624,1,17,6342.9,141.3,139.9,4.198,0.036,0.036,1.22,0.058,0.069,3.75,0.42,150.1,17.7,-999,1,0,-999,0
1439,2847757,15.485,1,17,4766.6,96.2,84.8,4.597,0.022,0.026,0.735,0.033,0.036,16.65,1.21,856.7,37.9,-999,1,0,-999,0
1441,2847816,12.242,0,17,6320.0,127.7,113.0,3.867,0.028,0.038,1.541,0.067,0.13,5.68,1.09,114.2,9.4,-999,1,0,-999,0
1447,2848980,15.343,1,17,5226.0,158.0,158.0,4.55,0.056,0.077,0.788,0.095,0.069,24.38,1.96,131.7,11.7,-999,2,-999,-999,1
1448,2848999,13.626,1,17,5449.6,117.9,105.3,4.365,0.043,0.039,0.903,0.067,0.056,16.99,1.34,3283.9,105.5,-999,1,1,-999,0
1460,2849804,14.791,1,17,5809.5,106.3,98.8,4.513,0.02,0.03,0.937,0.036,0.05,24.7,3.51,363.7,15.1,-999,1,0,-999,0
1461,2849864,11.386,0,17,6493.3,130.2,122.0,3.929,0.029,0.034,1.449,0.068,0.104,5.15,0.75,207.6,14.0,-999,1,0,-999,0
1464,2850322,15.779,1,17,4467.4,81.6,80.1,4.611,0.021,0.022,0.695,0.029,0.027,30.21,4.47,944.9,32.2,-999,1,0,-999,0
1483,2853317,14.785,1,17,5432.2,107.2,103.4,4.454,0.063,0.09,0.939,0.059,0.058,17.6,1.56,1267.1,45.4,-999,1,-999,-999,0
1495,2854713,13.526,0,17,6627.0,158.0,218.0,4.293,0.105,0.195,1.183,0.175,0.158,3.24,0.33,39.6,11.0,-999,2,-999,-999,1
1496,2854863,11.44,0,17,5096.9,81.4,76.8,4.567,0.019,0.03,0.831,0.03,0.043,35.93,4.84,615.6,14.0,-999,3,0,-999,0
1503,2855862,14.746,1,17,5622.7,102.4,98.3,4.5,0.026,0.038,0.924,0.045,0.059,25.93,2.49,146.7,9.2,-999,1,0,-999,0
1505,2856111,14.641,1,17,5499.1,103.8,102.2,4.474,0.036,0.044,0.906,0.058,0.066,28.58,5.45,1168.7,32.9,-999,1,0,-999,0
1508,2856479,15.951,1,17,5605.6,121.2,116.2,3.924,0.08,0.076,1.096,0.09,0.086,9.36,0.92,1411.8,80.0,-999,1,0,-999,0
1510,2856716,13.834,1,17,6053.3,112.0,105.4,4.465,0.018,0.028,1.018,0.035,0.054,14.37,2.07,733.4,29.2,-999,1,0,-999,0
1511,2856774,15.405,4,17,6032.8,114.2,108.6,4.457,0.028,0.036,1.018,0.048,0.058,9.28,1.03,2303.6,55.4,-999,1,0,-999,0
1512,2856822,14.566,1,17,5840.2,109.9,103.0,4.499,0.021,0.031,0.957,0.037,0.054,23.55,2.38,320.9,13.6,-999,1,0,-999,0
1517,2856964,15.373,1,17,5520.0,166.0,166.0,4.572,0.032,0.128,0.917,0.074,0.111,11.27,0.77,6959.9,277.5,-999,2,-999,-999,1
1518,2856995,15.353,1,17,5269.0,158.0,142.0,4.62,0.036,0.09,0.812,0.07,0.085,19.93,1.84,1153.8,42.3,-999,2,-999,-999,1
1519,2857034,15.415,1,17,5675.9,119.9,114.0,4.309,0.055,0.055,0.961,0.075,0.072,24.51,2.11,275.2,15.8,-999,1,0,-999,0
1521,2857109,12.869,1,17,5945.1,113.3,111.4,4.338,0.062,0.065,1.052,0.073,0.078,5.76,0.41,2933.4,160.7,-999,1,-999,-999,0
1528,2858074,13.362,0,17,5098.8,109.4,94.5,3.497,0.058,0.076,1.362,0.14,0.201,82.53,10.49,3024.5,44.0,-999,2,0,-999,0
1530,2858327,15.557,2,17,5395.7,103.8,100.2,4.561,0.025,0.037,0.839,0.042,0.052,27.22,2.02,2761.3,76.8,-999,1,0,-999,0
1532,2858597,15.085,1,17,5012.8,93.4,84.4,4.504,0.037,0.029,0.805,0.047,0.036,25.76,2.55,698.9,24.4,-999,1,0,-999,0
1547,2859791,14.52,1,17,6272.7,135.1,129.5,4.248,0.046,0.039,1.21,0.069,0.08,8.49,0.8,144.3,14.7,-999,1,0,-999,0
1557,2860541,14.549,1,17,5484.0,123.8,118.3,3.767,0.036,0.04,1.237,0.067,0.083,30.42,2.23,4023.9,97.8,-999,1,0,-999,0
1558,2860547,14.948,1,17,4146.5,47.0,67.2,4.636,0.037,0.021,0.613,0.015,0.016,25.76,2.04,695.7,23.7,-999,1,0,-999,0
1561,2860660,15.107,4,17,5960.1,108.6,118.9,4.069,0.052,0.062,1.146,0.102,0.085,6.26,0.44,1955.5,113.9,-999,1,0,-999,0
1562,2860691,15.524,1,17,5422.2,139.6,135.0,3.816,0.047,0.053,1.145,0.089,0.097,27.41,2.53,305.1,16.3,-999,1,0,-999,0
1572,2862041,13.504,0,17,5772.5,122.4,118.5,3.752,0.169,0.167,1.249,0.222,0.163,5.42,0.4,4076.9,230.2,-999,1,-999,-999,0
1578,2865498,15.058,4,17,5370.4,103.5,86.2,4.254,0.043,0.038,0.882,0.053,0.037,1.91,0.13,8616.8,833.2,1,1,0,-999,0
1579,2865774,11.452,0,17,5833.0,112.6,109.9,3.958,0.038,0.035,1.126,0.07,0.066,18.02,1.89,63.8,3.4,-999,1,0,-999,0
1583,2968726,12.346,0,17,6128.4,116.2,109.5,4.352,0.032,0.04,1.116,0.061,0.077,19.63,1.98,25.5,2.6,-999,1,0,-999,0
1585,2969347,14.94,1,17,5372.4,112.7,98.4,4.403,0.058,0.051,0.871,0.065,0.051,33.27,1.22,255.0,15.7,-999,1,0,-999,0
1587,2969839,15.968,1,17,3916.8,81.7,81.8,4.657,0.015,0.015,0.577,0.014,0.016,36.17,3.02,2637.6,66.9,-999,1,0,-999,0
1589,2970068,16.521,14,17,3859.0,86.7,83.2,4.692,0.012,0.013,0.541,0.014,0.013,21.66,1.9,679.4,41.4,-999,1,0,-999,0
1590,2970168,13.655,1,17,6318.6,140.0,134.1,4.147,0.03,0.034,1.305,0.058,0.058,6.26,0.02,27.4,7.6,-999,1,0,-999,0
1595,2970588,15.399,4,17,5555.9,114.4,109.1,4.317,0.052,0.051,0.921,0.07,0.064,16.67,1.46,210.2,18.2,-999,1,0,-999,0
1606,2971254,14.737,1,17,5295.0,88.5,84.1,4.512,0.024,0.035,0.937,0.039,0.051,43.86,6.72,582.2,15.4,-999,1,0,-999,0
1611,2972175,14.318,1,17,5658.7,101.7,95.8,4.52,0.022,0.033,0.916,0.037,0.054,21.81,1.97,1013.8,32.4,-999,1,0,-999,0
1613,2972425,14.523,1,17,6321.0,113.4,118.0,3.694,0.048,0.061,1.724,0.102,0.164,3.26,0.39,189.7,27.0,-999,1,0,-999,0
1615,2972706,13.732,1,17,5656.5,110.2,106.2,4.228,0.042,0.041,0.933,0.07,0.062,2.67,0.19,3657.7,296.1,1,1,0,-999,0
1623,2973610,14.646,1,17,5771.2,116.1,113.5,4.062,0.058,0.051,1.078,0.117,0.078,17.04,1.27,120.6,10.1,-999,1,0,-999,0
1624,2973800,14.937,1,17,4324.4,74.6,66.1,4.629,0.019,0.019,0.666,0.024,0.021,31.49,1.53,549.4,25.6,-999,1,0,-999,0
1639,2982923,12.86,0,17,6203.8,300.2,164.3,4.132,0.033,0.045,1.159,0.091,0.111,4.8,0.6,367.2,13.1,-999,1,0,-999,0
